Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
2977658;5;12/10/2016 08:10;Strada Urbana;VIA DI PIETRALATA;in prossimità;;del civico n.;509;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;2;12,55552;41,91658;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2977658;5;12/10/2016 08:10;Strada Urbana;VIA DI PIETRALATA;in prossimità;;del civico n.;509;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;0;0;0;2;12,55552;41,91658;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2988927;6;01/10/2016 00:10;Strada Urbana;PIAZZA DEI RE DI ROMA;da specificare;;;;in corrispondenza del civico 79;Veicoli in marcia contro veicolo fermo;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;4;12,51481;41,88157;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2988927;6;01/10/2016 00:10;Strada Urbana;PIAZZA DEI RE DI ROMA;da specificare;;;;in corrispondenza del civico 79;Veicoli in marcia contro veicolo fermo;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;4;12,51481;41,88157;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2988927;6;01/10/2016 00:10;Strada Urbana;PIAZZA DEI RE DI ROMA;da specificare;;;;in corrispondenza del civico 79;Veicoli in marcia contro veicolo fermo;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;4;12,51481;41,88157;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
2988927;6;01/10/2016 00:10;Strada Urbana;PIAZZA DEI RE DI ROMA;da specificare;;;;in corrispondenza del civico 79;Veicoli in marcia contro veicolo fermo;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;4;12,51481;41,88157;-1;3;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;
2988935;13;01/10/2016 02:15;Strada Urbana;VIA LUIGI CHIARINI;in corrispondenza;;del palo luce n.;2;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Inesistente;0;0;0;1;12,47061;41,79236;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
2988936;6;01/10/2016 06:15;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE GIOVANNI BATTISTA VALENTE;VIALE GIOVANNI BATTISTA VALENTE;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Assente;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;2;12,56664;41,89505;-1;1;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
2988936;6;01/10/2016 06:15;Strada Urbana;VIA PRENESTINA;all'intersezione semaforizzata con;VIALE GIOVANNI BATTISTA VALENTE;VIALE GIOVANNI BATTISTA VALENTE;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Assente;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;2;12,56664;41,89505;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2988995;6;01/10/2016 03:45;Strada Urbana;VIA DEI GELSI;in prossimità;;del civico n.;53;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;2;12,56645;41,88886;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
2988995;6;01/10/2016 03:45;Strada Urbana;VIA DEI GELSI;in prossimità;;del civico n.;53;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;0;0;0;2;12,56645;41,88886;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
2989047;20;01/10/2016 06:30;Provinciale;VIA FLAMINIA;da specificare;;;;Dir. Terni alt. rampa imm.ne GRA anello int.;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;2;0;0;0;12,47183;41,94192;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
2989047;20;01/10/2016 06:30;Provinciale;VIA FLAMINIA;da specificare;;;;Dir. Terni alt. rampa imm.ne GRA anello int.;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;2;0;0;0;12,47183;41,94192;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso
2989063;20;06/10/2016 14:20;Strada Urbana;VIA DI GROTTAROSSA;da specificare;;;;2mt. prima dello svincolo Flaminia;Veicolo in marcia contro ostacolo fisso;Curva senza visuale libera;Una carreggiata a doppio senso;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Sufficiente;Ore Diurne;0;0;0;1;12,45994;41,97305;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
