Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
3525077;12;21/11/2017 11:30;Strada Urbana;VIALE DELL'UMANESIMO;all'intersezione semaforizzata con;PIAZZALE DELL'UMANESIMO;PIAZZALE DELL'UMANESIMO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;12,47037;41,823;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Utilizzato;Inesploso
3525077;12;21/11/2017 11:30;Strada Urbana;VIALE DELL'UMANESIMO;all'intersezione semaforizzata con;PIAZZALE DELL'UMANESIMO;PIAZZALE DELL'UMANESIMO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;12,47037;41,823;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Utilizzato;Inesploso
3525077;12;21/11/2017 11:30;Strada Urbana;VIALE DELL'UMANESIMO;all'intersezione semaforizzata con;PIAZZALE DELL'UMANESIMO;PIAZZALE DELL'UMANESIMO;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;3;12,47037;41,823;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3533117;10;01/11/2017 06:10;Strada Urbana;VIALE BRUNO RIZZIERI;in prossimità;;del civico n.;56;;Veicolo in marcia contro veicoli in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;0;0;0;1;12,5851;41,85204;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Esploso
3533124;11;01/11/2017 06:00;Strada Urbana;VIALE FERDINANDO BALDELLI;all'intersezione semaforizzata con;VIA OSTIENSE;VIA OSTIENSE;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12,47565;41,85686;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
3533124;11;01/11/2017 06:00;Strada Urbana;VIALE FERDINANDO BALDELLI;all'intersezione semaforizzata con;VIA OSTIENSE;VIA OSTIENSE;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12,47565;41,85686;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Esploso
3533124;11;01/11/2017 06:00;Strada Urbana;VIALE FERDINANDO BALDELLI;all'intersezione semaforizzata con;VIA OSTIENSE;VIA OSTIENSE;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12,47565;41,85686;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
3533166;18;01/11/2017 04:45;Strada Urbana;VIA NUOVA DELLE FORNACI;in prossimità;;del civico n.;20;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;1;0;0;12,45837;41,89328;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Prognosi riservata;0;NON DECEDUTO;;
3533219;20;01/11/2017 07:50;Strada Urbana;GALLERIA GIOVANNI XXIII;da specificare;;;;dir. Trionfale alt. via Fani;Veicolo in marcia contro ostacolo fisso;Curva a visuale libera;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;0;0;0;1;12,44128;41,94052;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
3533386;17;01/11/2017 05:50;Strada Urbana;VIA LEONE IV;in prossimità;;del civico n.;135;;Veicolo in marcia contro veicoli in arresto;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Sufficiente;Sufficiente;1;0;0;3;12,45521;41,91018;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
